age,drugs,ethnicity,height,income,orientation,sex,status
25,never,white,167.64000000000001,-1,straight,m,single
43,NA,other,149.86,-1,straight,f,single
29,never,other,162.56,20000,straight,f,single
29,sometimes,white,167.64000000000001,60000,straight,m,single
26,never,white,177.8,20000,bisexual,f,single
21,NA,white,175.26,20000,straight,f,single
32,sometimes,other,175.26,-1,gay,m,single
27,NA,white,162.56,-1,bisexual,f,single
27,never,black,165.1,-1,straight,f,single
33,never,other,162.56,-1,straight,f,single
48,never,white,162.56,-1,straight,m,single
26,never,other,177.8,-1,straight,m,single
33,never,other,175.26,-1,straight,m,single
27,never,white,165.1,-1,straight,f,single
35,NA,other,170.18,50000,gay,f,single
20,never,white,175.26,-1,bisexual,f,single
26,never,white,170.18,-1,straight,f,single
18,sometimes,asian,157.48,-1,straight,f,single
25,sometimes,white,170.18,-1,straight,f,single
28,NA,white,175.26,20000,bisexual,f,coupled
21,never,other,162.56,-1,straight,f,single
37,NA,other,175.26,-1,straight,f,single
23,never,other,170.18,-1,straight,f,single
29,never,other,165.1,-1,straight,f,single
21,never,white,170.18,-1,straight,f,single
21,sometimes,other,172.72,-1,straight,f,single
23,sometimes,white,177.8,-1,straight,f,single
31,never,white,165.1,-1,straight,f,single
24,never,other,149.86,-1,straight,f,single
25,never,other,152.4,-1,straight,f,single
27,NA,other,160.02,-1,straight,f,single
29,sometimes,white,177.8,-1,straight,f,single
25,never,other,157.48,-1,straight,f,single
28,never,white,165.1,-1,straight,f,single
25,never,white,170.18,-1,straight,f,single
29,sometimes,white,175.26,-1,straight,f,single
29,never,white,165.1,-1,straight,f,single
23,never,other,154.94,-1,straight,f,single
28,never,other,170.18,-1,straight,f,single
43,NA,white,182.88,-1,straight,m,single
44,never,other,170.18,70000,straight,m,single
22,NA,white,170.18,20000,gay,f,coupled
27,never,other,157.48,50000,straight,f,single
29,NA,white,175.26,-1,straight,f,single
23,never,white,172.72,-1,straight,f,single
26,never,white,172.72,-1,straight,f,single
26,never,other,170.18,20000,straight,f,single
26,never,other,172.72,-1,straight,f,single
21,often,other,185.42000000000002,20000,straight,m,single
26,never,black,162.56,-1,straight,f,single
24,never,white,172.72,-1,straight,m,single
24,never,latin,175.26,20000,gay,m,single
21,often,other,165.1,-1,bisexual,f,single
31,never,white,187.96,-1,straight,m,single
27,sometimes,white,162.56,-1,straight,f,coupled
21,NA,other,167.64000000000001,-1,straight,f,single
28,never,other,182.88,80000,straight,m,single
26,never,other,185.42000000000002,-1,straight,m,single
19,never,white,172.72,-1,gay,m,single
26,never,white,182.88,-1,straight,m,single
28,never,black,172.72,-1,straight,f,single
29,NA,other,167.64000000000001,-1,straight,m,single
49,never,white,170.18,-1,straight,m,single
49,never,other,172.72,-1,straight,m,single
31,NA,black,190.5,-1,straight,m,single
24,sometimes,white,167.64000000000001,-1,bisexual,f,single
23,never,white,167.64000000000001,-1,bisexual,f,coupled
28,sometimes,white,167.64000000000001,-1,straight,f,single
19,sometimes,other,162.56,-1,bisexual,f,single
26,NA,asian,170.18,-1,straight,m,single
41,never,asian,152.4,70000,straight,f,single
38,never,asian,182.88,-1,straight,m,single
25,NA,other,182.88,-1,straight,m,single
37,never,asian,167.64000000000001,-1,straight,f,single
37,never,asian,172.72,-1,gay,m,single
34,sometimes,other,175.26,20000,straight,m,single
24,never,asian,180.34,-1,straight,m,single
26,NA,asian,177.8,-1,gay,m,single
24,never,asian,170.18,-1,straight,f,single
31,never,asian,167.64000000000001,-1,straight,f,single
23,never,asian,152.4,-1,straight,f,single
23,never,asian,172.72,-1,straight,m,single
34,never,asian,177.8,-1,straight,m,single
29,never,asian,182.88,-1,straight,m,single
32,never,asian,177.8,-1,straight,m,single
29,never,asian,175.26,-1,straight,m,single
46,never,other,154.94,-1,straight,f,single
30,NA,asian,172.72,-1,straight,m,single
41,never,asian,172.72,-1,gay,m,single
24,never,asian,152.4,-1,straight,f,single
36,never,asian,177.8,-1,gay,m,single
32,never,asian,175.26,40000,gay,m,single
36,never,other,177.8,-1,straight,m,single
29,sometimes,white,167.64000000000001,-1,straight,m,single
24,sometimes,white,180.34,-1,gay,m,single
25,never,other,160.02,-1,straight,f,single
28,never,white,157.48,-1,straight,f,single
26,never,white,180.34,20000,straight,m,single
31,sometimes,white,162.56,-1,straight,f,single
39,NA,white,190.5,-1,straight,m,single
27,never,white,182.88,-1,straight,m,single
35,never,asian,182.88,40000,straight,m,single
20,never,other,187.96,-1,straight,m,single
28,never,other,165.1,-1,straight,f,single
30,never,white,182.88,-1,straight,m,single
44,NA,white,175.26,80000,straight,m,single
26,never,other,172.72,-1,straight,m,single
24,never,white,172.72,20000,straight,m,coupled
19,never,white,170.18,-1,straight,f,coupled
45,NA,other,182.88,-1,straight,m,single
24,never,asian,165.1,-1,straight,f,single
19,NA,other,157.48,-1,straight,f,single
31,never,asian,154.94,-1,straight,f,single
28,never,white,175.26,-1,straight,m,single
22,never,black,157.48,20000,straight,f,single
25,never,white,167.64000000000001,-1,straight,f,single
29,never,white,180.34,-1,straight,m,coupled
30,never,asian,180.34,-1,straight,m,coupled
39,never,black,170.18,-1,straight,f,single
25,NA,white,193.04,-1,straight,m,single
28,NA,white,182.88,-1,straight,m,single
28,never,white,185.42000000000002,80000,straight,m,single
54,NA,white,157.48,-1,straight,f,coupled
48,never,other,175.26,-1,straight,f,single
31,never,other,157.48,-1,straight,f,single
49,never,white,170.18,70000,straight,f,single
25,sometimes,other,180.34,-1,straight,m,coupled
41,never,white,172.72,-1,straight,m,single
29,never,white,185.42000000000002,20000,straight,m,single
48,never,asian,175.26,-1,straight,m,single
32,never,white,180.34,-1,straight,m,single
40,never,other,157.48,-1,straight,f,single
34,never,white,177.8,-1,gay,m,coupled
22,never,other,175.26,-1,straight,m,single
34,sometimes,other,177.8,150000,straight,m,single
23,never,other,180.34,-1,straight,m,single
52,never,white,175.26,-1,straight,m,single
36,never,white,177.8,-1,straight,m,single
20,sometimes,other,152.4,-1,bisexual,f,single
24,NA,other,190.5,-1,straight,m,single
36,never,other,187.96,-1,straight,m,single
29,never,other,185.42000000000002,-1,straight,m,single
32,NA,white,175.26,-1,straight,m,single
29,NA,other,185.42000000000002,-1,straight,m,single
25,sometimes,white,180.34,-1,bisexual,m,single
27,never,white,167.64000000000001,-1,straight,f,single
20,sometimes,white,172.72,-1,gay,f,single
25,NA,other,162.56,-1,bisexual,f,single
30,never,white,177.8,-1,straight,m,single
28,NA,white,177.8,20000,bisexual,f,single
38,NA,black,167.64000000000001,-1,straight,f,single
42,never,latin,165.1,-1,straight,f,single
50,never,white,177.8,-1,straight,m,single
22,never,other,172.72,-1,straight,f,coupled
35,never,latin,170.18,-1,straight,f,single
29,never,white,170.18,-1,straight,m,single
29,sometimes,other,185.42000000000002,20000,gay,m,coupled
43,sometimes,white,182.88,-1,bisexual,m,coupled
28,never,white,167.64000000000001,70000,straight,f,single
34,NA,white,177.8,-1,straight,m,single
31,never,other,180.34,70000,straight,m,single
33,NA,white,182.88,100000,straight,m,single
35,never,white,175.26,80000,straight,m,single
36,never,white,172.72,-1,straight,m,single
26,never,black,170.18,-1,straight,f,single
25,never,white,190.5,-1,straight,m,single
34,NA,white,175.26,-1,straight,m,single
34,NA,white,172.72,-1,straight,m,single
37,often,white,185.42000000000002,20000,straight,m,single
29,never,other,162.56,20000,straight,f,single
37,never,white,185.42000000000002,-1,straight,m,single
23,never,white,162.56,20000,gay,f,single
41,NA,white,180.34,-1,straight,m,single
29,never,white,177.8,-1,straight,m,single
38,never,white,175.26,40000,straight,m,single
21,never,other,170.18,20000,straight,f,single
32,NA,black,187.96,100000,straight,m,single
55,never,other,167.64000000000001,-1,straight,f,single
30,never,asian,167.64000000000001,-1,straight,m,single
28,NA,white,154.94,-1,straight,f,single
25,never,black,167.64000000000001,-1,straight,m,single
31,never,white,157.48,-1,straight,f,single
36,NA,other,175.26,-1,straight,m,single
41,never,white,160.02,-1,straight,f,single
28,never,asian,175.26,-1,straight,m,single
23,never,other,190.5,-1,straight,m,single
49,never,asian,167.64000000000001,-1,straight,m,single
26,never,other,182.88,-1,straight,m,single
32,never,other,172.72,40000,bisexual,m,single
27,never,white,167.64000000000001,-1,gay,f,single
36,never,white,187.96,150000,straight,m,single
45,never,white,177.8,80000,gay,m,single
41,never,white,172.72,-1,straight,f,single
32,NA,white,187.96,-1,straight,m,single
27,never,white,172.72,-1,straight,m,single
29,NA,white,167.64000000000001,-1,straight,f,coupled
29,never,black,170.18,-1,straight,f,single
27,NA,other,180.34,-1,straight,m,single
25,NA,white,187.96,-1,straight,m,single
23,never,latin,177.8,-1,gay,m,single
29,never,other,175.26,-1,straight,m,single
27,never,latin,167.64000000000001,-1,straight,f,single
26,NA,other,162.56,-1,gay,f,single
26,never,white,182.88,-1,straight,m,single
33,never,white,177.8,-1,straight,m,single
25,sometimes,white,187.96,-1,straight,m,single
27,never,white,170.18,70000,bisexual,f,coupled
26,sometimes,white,190.5,-1,straight,m,single
44,never,white,170.18,-1,straight,f,single
37,never,other,187.96,-1,straight,m,single
31,NA,other,175.26,250000,straight,m,single
58,never,white,165.1,-1,straight,f,single
34,never,white,182.88,-1,straight,m,single
35,never,latin,152.4,-1,bisexual,f,single
25,NA,white,190.5,-1,straight,m,single
36,NA,other,162.56,-1,straight,f,single
42,never,latin,175.26,-1,straight,m,single
25,never,white,172.72,-1,straight,m,single
25,NA,white,187.96,-1,gay,m,single
25,NA,white,190.5,-1,straight,m,single
33,NA,white,185.42000000000002,-1,straight,m,single
31,never,other,177.8,-1,straight,m,single
22,NA,other,170.18,-1,straight,m,single
30,never,other,167.64000000000001,-1,straight,f,single
40,never,white,167.64000000000001,-1,straight,f,single
44,never,white,182.88,-1,straight,m,single
65,never,white,162.56,-1,straight,f,single
31,never,white,160.02,-1,straight,f,single
31,NA,other,177.8,-1,straight,m,single
33,never,white,177.8,-1,gay,f,single
27,never,white,177.8,-1,straight,m,single
38,NA,white,160.02,-1,straight,f,single
28,never,other,165.1,-1,straight,m,single
40,never,white,170.18,-1,straight,m,single
38,NA,white,172.72,-1,straight,m,single
37,never,white,185.42000000000002,-1,gay,m,single
27,NA,white,187.96,-1,straight,m,single
23,never,white,182.88,20000,straight,m,single
26,never,white,180.34,-1,gay,m,single
26,sometimes,other,160.02,-1,straight,f,single
53,never,white,170.18,-1,straight,m,single
26,never,white,182.88,-1,gay,m,coupled
21,sometimes,other,167.64000000000001,-1,straight,m,single
18,sometimes,latin,177.8,20000,gay,m,single
29,NA,white,162.56,-1,straight,f,single
32,NA,other,180.34,-1,straight,m,single
28,NA,white,175.26,-1,straight,m,single
20,never,other,172.72,-1,gay,f,single
23,never,other,170.18,80000,straight,m,single
34,NA,white,185.42000000000002,-1,straight,m,single
32,never,other,180.34,150000,straight,m,single
51,never,white,172.72,-1,straight,f,single
35,never,black,187.96,-1,straight,m,single
36,NA,white,170.18,-1,gay,f,single
30,NA,other,177.8,-1,straight,m,single
23,never,other,180.34,30000,straight,m,single
39,never,white,185.42000000000002,-1,straight,m,single
37,NA,other,172.72,-1,straight,m,single
22,NA,latin,180.34,20000,straight,m,single
29,NA,other,175.26,30000,straight,m,single
56,never,white,182.88,20000,straight,m,single
26,never,other,180.34,20000,straight,m,single
59,never,white,172.72,-1,straight,f,single
32,never,white,193.04,-1,straight,m,single
27,NA,white,182.88,-1,straight,m,single
36,never,white,180.34,-1,gay,m,single
24,NA,white,167.64000000000001,-1,straight,m,single
29,never,white,187.96,-1,straight,m,single
27,never,asian,172.72,-1,gay,m,single
35,often,white,182.88,-1,gay,m,single
66,never,white,167.64000000000001,60000,straight,f,single
24,never,other,177.8,-1,straight,m,single
26,never,other,185.42000000000002,20000,straight,m,single
30,never,white,157.48,-1,straight,f,single
28,sometimes,black,170.18,-1,straight,m,single
30,never,white,177.8,60000,straight,m,single
24,never,white,170.18,-1,gay,m,single
27,never,white,182.88,-1,gay,m,single
22,sometimes,latin,172.72,20000,bisexual,m,coupled
40,never,white,175.26,-1,straight,m,single
38,NA,black,187.96,-1,straight,m,single
26,NA,other,182.88,-1,straight,m,single
37,never,asian,160.02,-1,straight,f,single
33,sometimes,other,180.34,1000000,bisexual,m,single
26,NA,white,167.64000000000001,-1,gay,f,coupled
45,never,white,165.1,-1,straight,f,single
36,never,white,190.5,-1,straight,m,single
30,sometimes,white,157.48,-1,gay,f,single
24,sometimes,white,172.72,40000,straight,m,single
31,never,other,165.1,-1,straight,f,single
32,never,other,172.72,50000,straight,f,single
23,sometimes,other,180.34,-1,bisexual,f,single
32,NA,white,170.18,-1,straight,f,single
37,NA,white,157.48,-1,straight,f,single
26,never,white,165.1,-1,bisexual,f,single
22,NA,white,175.26,-1,straight,f,single
33,never,black,172.72,-1,straight,f,single
25,never,other,162.56,-1,straight,f,single
28,never,white,165.1,-1,straight,f,single
51,never,white,177.8,-1,straight,m,single
28,never,other,167.64000000000001,-1,straight,f,single
28,NA,other,187.96,-1,straight,m,single
24,never,white,180.34,-1,straight,m,single
35,never,asian,175.26,100000,straight,m,single
27,never,other,182.88,-1,straight,m,single
28,never,white,190.5,-1,straight,m,single
30,never,other,177.8,30000,gay,m,single
28,never,white,187.96,80000,straight,m,coupled
24,sometimes,white,175.26,-1,straight,m,single
24,NA,white,185.42000000000002,-1,gay,f,single
24,NA,white,180.34,-1,straight,m,single
27,NA,white,170.18,40000,straight,m,single
27,NA,latin,152.4,-1,straight,f,single
45,never,white,170.18,150000,straight,f,single
35,NA,other,162.56,-1,straight,f,single
23,never,other,170.18,-1,straight,f,single
63,never,white,160.02,60000,straight,f,single
27,never,other,175.26,-1,straight,m,single
24,often,other,162.56,-1,bisexual,f,single
31,sometimes,white,190.5,-1,gay,m,single
26,NA,other,180.34,20000,straight,m,single
26,never,white,190.5,-1,straight,m,single
39,NA,white,170.18,1000000,straight,m,single
44,NA,other,177.8,-1,gay,m,single
38,sometimes,white,185.42000000000002,-1,gay,m,single
19,never,other,167.64000000000001,-1,straight,f,single
30,NA,other,190.5,1000000,straight,m,single
20,never,other,182.88,-1,straight,m,single
22,NA,latin,180.34,-1,straight,m,single
26,NA,white,175.26,-1,straight,m,single
26,sometimes,white,177.8,-1,straight,m,single
49,never,black,177.8,-1,straight,f,single
48,never,white,193.04,-1,straight,m,single
42,never,asian,172.72,-1,straight,m,single
32,sometimes,other,170.18,-1,straight,f,coupled
43,sometimes,other,182.88,-1,straight,m,single
47,never,latin,162.56,-1,straight,f,single
28,never,white,182.88,-1,straight,m,single
27,never,white,180.34,-1,straight,m,single
53,never,white,157.48,-1,straight,f,single
60,NA,white,180.34,-1,straight,m,single
23,never,asian,167.64000000000001,-1,straight,f,single
30,never,other,167.64000000000001,-1,straight,m,single
26,never,white,180.34,-1,straight,m,single
26,NA,other,157.48,-1,straight,f,single
24,never,other,170.18,-1,straight,f,single
31,NA,other,157.48,-1,bisexual,f,single
41,never,white,162.56,-1,straight,f,single
30,never,white,157.48,-1,straight,f,coupled
64,never,other,167.64000000000001,-1,straight,f,single
37,sometimes,white,170.18,-1,bisexual,f,single
34,never,white,182.88,-1,straight,m,coupled
45,never,black,180.34,-1,straight,m,single
20,never,white,177.8,20000,straight,m,coupled
26,never,other,157.48,-1,straight,f,single
35,sometimes,white,167.64000000000001,-1,bisexual,f,single
59,never,white,152.4,50000,straight,f,single
27,sometimes,white,180.34,-1,straight,m,single
49,never,white,170.18,-1,straight,f,single
26,NA,white,182.88,-1,straight,m,single
27,never,white,160.02,-1,straight,f,single
28,NA,white,180.34,-1,straight,m,single
22,NA,white,160.02,-1,straight,f,single
29,sometimes,white,187.96,-1,bisexual,m,single
44,never,white,182.88,-1,straight,f,single
32,never,asian,185.42000000000002,100000,straight,m,single
36,never,white,182.88,150000,straight,m,single
